instrument	category	source_table	collection
MP P25-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MP P25-PS2.vitaltable	Kimura Taro (CC0)
MP Saw-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MP Saw-PS2.vitaltable	Kimura Taro (CC0)
MP Square-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MP Square-PS2.vitaltable	Kimura Taro (CC0)
MP Tri-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MP Tri-PS2.vitaltable	Kimura Taro (CC0)
MS 20 Pulse2 PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MS 20 Pulse2 PS1.vitaltable	Kimura Taro (CC0)
MS 20 Pulse2-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MS 20 Pulse2-PS2.vitaltable	Kimura Taro (CC0)
MS 20 Saw-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MS 20 Saw-PS2.vitaltable	Kimura Taro (CC0)
MS 20 Square PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MS 20 Square PS1.vitaltable	Kimura Taro (CC0)
MS 20 Square-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MS 20 Square-PS2.vitaltable	Kimura Taro (CC0)
MS 20 Tri PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MS 20 Tri PS1.vitaltable	Kimura Taro (CC0)
MS 20 Tri-PS2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MS 20 Tri-PS2.vitaltable	Kimura Taro (CC0)
MSelfFB02 DN WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/MSelfFB/MSelfFB02 DN.vitaltable	Kimura Taro (CC0)
Manufactured WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Manufactured.vital	other
Mbox WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Mbox.vital	other
Melodica WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Melodica.vital	other
Middiecute Chord WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Middiecute Chord.vital	user/Discord presets (third-party)
Minor Unison Pad WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Minor Unison Pad.vital	other
MonoPoly P25 PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MonoPoly P25 PS1.vitaltable	Kimura Taro (CC0)
MonoPoly Saw PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MonoPoly Saw PS1.vitaltable	Kimura Taro (CC0)
MonoPoly Square PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MonoPoly Square PS1.vitaltable	Kimura Taro (CC0)
MonoPoly Tri PS1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MonoPoly Tri PS1.vitaltable	Kimura Taro (CC0)
MultiPhase SQ WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/MultiPhase OSC/MultiPhase SQ.vitaltable	Kimura Taro (CC0)
MultiPhase Sine4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/MultiPhase OSC/MultiPhase Sine4bit.vitaltable	Kimura Taro (CC0)
MultiPhaseSaw WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/MultiPhase OSC/MultiPhaseSaw.vitaltable	Kimura Taro (CC0)
Next Years Riser WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Next Years Riser.vital	other
Noise Pan Fall Rhythm Generator WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Noise Pan Fall Rhythm Generator.vital	user/Discord presets (third-party)
Noisey Highmid Lead Sub2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Noisey Highmid Lead Sub2.vital	user/Discord presets (third-party)
Noisey Midlead WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Noisey Midlead.vital	user/Discord presets (third-party)
OP1 Digital01 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Digital01.vitaltable	Kimura Taro (CC0)
OP1 Digital06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Digital06.vitaltable	Kimura Taro (CC0)
OP1 DrWave06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 DrWave06.vitaltable	Kimura Taro (CC0)
OP1 DrWave07 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 DrWave07.vitaltable	Kimura Taro (CC0)
OP1 DrWave08 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 DrWave08.vitaltable	Kimura Taro (CC0)
OP1 Voltage01 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage01.vitaltable	Kimura Taro (CC0)
OP1 Voltage02 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage02.vitaltable	Kimura Taro (CC0)
OP1 Voltage03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage03.vitaltable	Kimura Taro (CC0)
OP1 Voltage04 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/TE OP-1/OP1 Voltage04.vitaltable	Kimura Taro (CC0)
Organ 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Organ 2.vital	other
PD PWM4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD PWM/PD PWM4.vitaltable	Kimura Taro (CC0)
PD SQ1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ1.vitaltable	Kimura Taro (CC0)
PD SQ2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ2.vitaltable	Kimura Taro (CC0)
PD SQ3 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ3.vitaltable	Kimura Taro (CC0)
PD SQ4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ4.vitaltable	Kimura Taro (CC0)
PD SQ6 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD Square/PD SQ6.vitaltable	Kimura Taro (CC0)
PD1 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD1.vitaltable	Kimura Taro (CC0)
PD10 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD10.vitaltable	Kimura Taro (CC0)
PD101 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PD101.vitaltable	WaveEdit Online (CC0)
PD102 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PD102.vitaltable	WaveEdit Online (CC0)
PD11 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD11.vitaltable	Kimura Taro (CC0)
PD4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD4.vitaltable	Kimura Taro (CC0)
PD8 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD8.vitaltable	Kimura Taro (CC0)
PD9 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD9.vitaltable	Kimura Taro (CC0)
PHEEOOOOWWW___ WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/PHEEOOOOWWW___.vital	other
PMSimple22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PM[Simple]/PMSimple22.vitaltable	Kimura Taro (CC0)
PPG0 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG0 4bit.vitaltable	Kimura Taro (CC0)
PPG0 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG0.vitaltable	Kimura Taro (CC0)
PPG03 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG03 4bit.vitaltable	Kimura Taro (CC0)
PPG03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG03.vitaltable	Kimura Taro (CC0)
PPG06 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG06 4bit.vitaltable	Kimura Taro (CC0)
PPG06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG06.vitaltable	Kimura Taro (CC0)
PPG07 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG07 4bit.vitaltable	Kimura Taro (CC0)
PPG07 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG07.vitaltable	Kimura Taro (CC0)
PPG12 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG12 4bit.vitaltable	Kimura Taro (CC0)
PPG12 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG12.vitaltable	Kimura Taro (CC0)
PPG17 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG17 4bit.vitaltable	Kimura Taro (CC0)
PPG17 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG17.vitaltable	Kimura Taro (CC0)
PPG20 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG20 4bit.vitaltable	Kimura Taro (CC0)
PPG20 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG20.vitaltable	Kimura Taro (CC0)
PPG22 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG22 4bit.vitaltable	Kimura Taro (CC0)
PPG23 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG23 4bit.vitaltable	Kimura Taro (CC0)
PPG29 4bit WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave[4bit]/PPG29 4bit.vitaltable	Kimura Taro (CC0)
PPG29 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PPG Wave/PPG29.vitaltable	Kimura Taro (CC0)
PPG_WA00 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA00.vitaltable	WaveEdit Online (CC0)
PPG_WA03 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA03.vitaltable	WaveEdit Online (CC0)
PPG_WA06 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA06.vitaltable	WaveEdit Online (CC0)
PPG_WA07 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA07.vitaltable	WaveEdit Online (CC0)
PPG_WA12 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA12.vitaltable	WaveEdit Online (CC0)
PPG_WA20 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA20.vitaltable	WaveEdit Online (CC0)
PPG_WA22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA22.vitaltable	WaveEdit Online (CC0)
PPG_WA25 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA25.vitaltable	WaveEdit Online (CC0)
Pad - Lone Wolf WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pad - Lone Wolf.vital	other
Pad Growdot WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Growdot.vital	user/Discord presets (third-party)
Pad Hi Minor 2 Carmacky WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Hi Minor 2 Carmacky.vital	user/Discord presets (third-party)
Pad Slime WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Pad Slime.vital	user/Discord presets (third-party)
Padsture 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Padsture 2.vital	other
Phase10 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase10.vitaltable	Kimura Taro (CC0)
Phase5 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase5.vitaltable	Kimura Taro (CC0)
Phase6 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase6.vitaltable	Kimura Taro (CC0)
Pink Sky City Horns WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalBank/Presets/Pink Sky City Horns.vital	other
Playable Whitenoise Bass 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Playable Whitenoise Bass 2.vital	user/Discord presets (third-party)
Pluck - Virtual Pizzicato WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pluck - Virtual Pizzicato.vital	other
Plucky Lead WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Plucky Lead.vital	other
Poetry 1-8th WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Poetry 1-8th.vital	other
Pop Kick WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pop Kick.vital	other
Pretty Xylo Keys WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pretty Xylo Keys.vital	other
RESO_SQU WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/RESO_SQU.vitaltable	WaveEdit Online (CC0)
RMFM05 Denoise WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM05 Denoise.vitaltable	Kimura Taro (CC0)
RMFM06 Icarus Bell WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM06 Icarus Bell.vitaltable	Kimura Taro (CC0)
RMFM06 Icarus Bell2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/RMFM/RMFM06 Icarus Bell2.vitaltable	Kimura Taro (CC0)
Raindrop Arp WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Raindrop Arp.vital	other
Random Spectrum3 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Random Spectrum/Random Spectrum3.vitaltable	Kimura Taro (CC0)
Random Spectrum4 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Random Spectrum/Random Spectrum4.vitaltable	Kimura Taro (CC0)
Ratata WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Ratata.vital	other
Redwood WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Redwood.vital	other
Reese Terrorist WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Reese Terrorist.vital	user/Discord presets (third-party)
Resonance Distortion Lead Alt 2 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalPresets/Presets/Resonance Distortion Lead Alt 2.vital	user/Discord presets (third-party)
Ring My Bell WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/Ring My Bell.vital	other
Running Late WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/VitalBank/Presets/Running Late.vital	other
SAW_BEND WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SAW_BEND.vitaltable	WaveEdit Online (CC0)
SFX SubSine Downer _PitchWheel_ WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SFX SubSine Downer _PitchWheel_.vital	other
SINE_MUT WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SINE_MUT.vitaltable	WaveEdit Online (CC0)
SOHLER00 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER00.vitaltable	WaveEdit Online (CC0)
SOHLER01 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER01.vitaltable	WaveEdit Online (CC0)
SOHLER17 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER17.vitaltable	WaveEdit Online (CC0)
SOHLER22 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER22.vitaltable	WaveEdit Online (CC0)
SOHLER41 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER41.vitaltable	WaveEdit Online (CC0)
SOHLER53 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER53.vitaltable	WaveEdit Online (CC0)
SOHLER68 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER68.vitaltable	WaveEdit Online (CC0)
SOHLER69 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER69.vitaltable	WaveEdit Online (CC0)
SOHLER73 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER73.vitaltable	WaveEdit Online (CC0)
SOHLER86 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER86.vitaltable	WaveEdit Online (CC0)
SOHLER87 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER87.vitaltable	WaveEdit Online (CC0)
SOHLER93 WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER93.vitaltable	WaveEdit Online (CC0)
SQ - Retro Funk WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Vital Harvest/Presets/SQ - Retro Funk.vital	other
SQFM10_FB WT.xrni	sine and soft triangle	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM/SQFM10+FB.vitaltable	Kimura Taro (CC0)
